,Whole Generation
617,"[ 2.40291e+05  1.81880e+05 -1.44109e+05  0.00000e+00  1.00000e+00
 -6.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  1.01000e+02  7.48000e+03]"
618,"[ 2.40291e+05  1.31229e+05  2.02419e+05  1.00000e+00  1.00000e+00
 -3.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  2.00000e+00  0.00000e+00  1.90970e+04  6.90000e+01 -9.80600e+03]"
619,"[-2.27680e+05  1.31229e+05  2.02419e+05  0.00000e+00  0.00000e+00
 -5.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.85560e+04]"
620,"[ 2.40291e+05  1.31229e+05  2.02419e+05  1.00000e+00  1.00000e+00
  4.00000e+00  1.30000e+01  1.20000e+01  0.00000e+00  3.20000e+01
  9.00000e+00  0.00000e+00  1.90970e+04 -1.80000e+01 -1.40660e+04]"
621,"[ 2.40291e+05  1.31229e+05  2.02419e+05  1.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  4.00000e+00  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  1.23000e+02 -9.80600e+03]"
622,"[ 2.40291e+05  1.31229e+05 -1.77037e+05  1.00000e+00  0.00000e+00
  2.00000e+00 -1.20000e+01  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -7.92400e+03 -1.08000e+02  9.36200e+03]"
623,"[ 2.17315e+05  1.31229e+05  2.02419e+05  1.00000e+00  1.00000e+00
  1.00000e+01 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  1.65860e+04]"
624,"[-3.29906e+05  3.20320e+04  1.29385e+05  1.00000e+00  0.00000e+00
  2.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  7.00000e+00  0.00000e+00  1.90970e+04  1.64000e+02 -9.80600e+03]"
625,"[ 2.40291e+05  1.31229e+05  2.02419e+05  0.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  0.00000e+00  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
626,"[ 2.40291e+05  1.31229e+05  2.02419e+05  1.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00 -5.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  7.80000e+01 -9.80600e+03]"
627,"[ 2.40291e+05  1.81005e+05  2.02419e+05  1.00000e+00  1.00000e+00
  0.00000e+00  3.10000e+01  1.20000e+01  0.00000e+00  3.20000e+01
 -7.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  1.83820e+04]"
628,"[ 9.11020e+04  1.31229e+05  2.02419e+05  1.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.38970e+04  3.00000e+00 -9.80600e+03]"
629,"[ 2.40291e+05  2.57391e+05  3.98388e+05  1.00000e+00  0.00000e+00
  2.00000e+00 -2.00000e+00  1.20000e+01  0.00000e+00  5.60000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
630,"[ 2.40291e+05  1.31229e+05  2.02419e+05  1.00000e+00  1.00000e+00
  6.00000e+00 -1.20000e+01  2.00000e+01  0.00000e+00  4.50000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -4.14000e+03]"
631,"[ 2.40291e+05  1.31229e+05  2.02419e+05 -1.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00  8.00000e+00  0.00000e+00  3.20000e+01
  8.00000e+00  0.00000e+00 -1.44050e+04 -1.08000e+02 -9.80600e+03]"
632,"[ 2.40291e+05  1.31229e+05  2.02419e+05  1.00000e+00  0.00000e+00
  2.00000e+00 -9.00000e+00 -7.00000e+00  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.57120e+04 -1.08000e+02 -9.80600e+03]"
633,"[ 4.03300e+03  1.31229e+05  2.02419e+05  0.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  7.00000e+00 -1.78020e+04]"
634,"[ 2.40291e+05  1.31229e+05  2.02419e+05  0.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.01000e+02 -9.80600e+03]"
635,"[ 2.40291e+05  1.31229e+05  4.01704e+05  1.00000e+00  1.00000e+00
  5.00000e+00  1.70000e+01  1.20000e+01  0.00000e+00 -2.40000e+01
  6.00000e+00  0.00000e+00 -1.95210e+04 -1.71000e+02 -9.80600e+03]"
636,"[ 2.40291e+05  4.60500e+04  2.02419e+05  1.00000e+00  0.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  2.43280e+04 -1.08000e+02 -9.80600e+03]"
637,"[ 3.66742e+05  1.96284e+05 -3.25376e+05  1.00000e+00  0.00000e+00
  3.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  1.70000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
638,"[ 2.40291e+05 -2.57889e+05  2.02419e+05  1.00000e+00  1.00000e+00
  3.00000e+00 -5.00000e+00  1.00000e+00  0.00000e+00  3.60000e+01
  6.00000e+00  0.00000e+00 -1.77370e+04 -1.08000e+02 -9.80600e+03]"
639,"[ 2.40291e+05  1.31229e+05  2.02419e+05 -1.00000e+00  0.00000e+00
  2.00000e+00  0.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
640,"[ 2.40291e+05  1.15592e+05  2.02419e+05  1.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00 -7.00000e+00  0.00000e+00  3.60000e+01
  6.00000e+00  0.00000e+00 -1.41160e+04 -1.08000e+02 -9.80600e+03]"
641,"[ 2.40291e+05  2.44218e+05  2.02419e+05  1.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  4.30000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.49000e+04]"
642,"[-1.16601e+05  1.31229e+05  3.10384e+05  1.00000e+00  0.00000e+00
  1.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  9.00000e+00  0.00000e+00  1.98480e+04 -1.08000e+02 -9.80600e+03]"
643,"[-1.42142e+05  1.31229e+05  2.02419e+05  0.00000e+00 -1.00000e+00
  7.00000e+00 -9.00000e+00  2.10000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.95310e+04  3.10000e+01 -1.49780e+04]"
644,"[ 2.40291e+05  1.31229e+05  2.21870e+05  1.00000e+00  0.00000e+00
  9.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  7.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
645,"[-4.40619e+05  1.99439e+05  2.02419e+05  1.00000e+00  1.00000e+00
 -6.00000e+00  1.10000e+01  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.63750e+04]"
646,"[ 2.40291e+05  2.45593e+05  2.02419e+05  1.00000e+00  0.00000e+00
 -5.00000e+00 -9.00000e+00  3.00000e+00  0.00000e+00 -3.50000e+01
  8.00000e+00  0.00000e+00 -1.72870e+04 -1.08000e+02 -9.80600e+03]"
647,"[ 4.39433e+05  7.92380e+04 -1.90526e+05  1.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.20000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
648,"[ 2.40291e+05  2.25273e+05  2.02419e+05  1.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  6.00000e+00  0.00000e+00  3.20000e+01
  2.00000e+00  0.00000e+00  3.40690e+04 -1.08000e+02  1.92230e+04]"
649,"[-3.76282e+05  1.31229e+05  1.55102e+05  0.00000e+00  0.00000e+00
 -9.00000e+00 -9.00000e+00  9.00000e+00  0.00000e+00 -2.10000e+01
 -2.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
650,"[ 2.40291e+05  1.31229e+05 -2.42797e+05 -1.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00 -4.00000e+00  0.00000e+00 -1.70000e+01
  1.10000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
651,"[ 4.45549e+05  1.31229e+05  1.38101e+05  5.00000e+00  0.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  0.00000e+00 -4.00000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  1.36000e+02 -9.80600e+03]"
652,"[ 2.40291e+05  1.09180e+05  1.38101e+05  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  0.00000e+00  6.00000e+01
  4.00000e+00  0.00000e+00  1.99990e+04  7.40000e+01 -9.80600e+03]"
653,"[ 2.40291e+05 -1.61642e+05  6.07940e+04  6.00000e+00  1.00000e+00
  5.00000e+00 -9.00000e+00 -1.70000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.17000e+02  3.72800e+03]"
654,"[-8.38400e+04  2.22400e+05  1.60046e+05 -4.00000e+00  1.00000e+00
 -9.00000e+00 -9.00000e+00  1.10000e+01  9.00000e+00  6.30000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.79950e+04]"
655,"[ 1.33817e+05  1.31229e+05  1.60046e+05  6.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00 -5.00000e+00  5.00000e+00  3.20000e+01
  8.00000e+00  0.00000e+00  1.90970e+04  1.39000e+02 -9.80600e+03]"
656,"[ 2.40291e+05  1.20550e+05  1.60046e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  1.10000e+01  1.40000e+01  4.90000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  5.07900e+03]"
657,"[ 3.67778e+05 -1.11001e+05  1.60046e+05  8.00000e+00  1.00000e+00
  4.00000e+00  0.00000e+00  1.90000e+01 -1.90000e+01  5.80000e+01
  3.00000e+00  0.00000e+00  6.89900e+03  1.75000e+02 -9.80600e+03]"
658,"[ 2.40291e+05  2.27119e+05  1.60046e+05  5.00000e+00  0.00000e+00
  1.00000e+00 -2.00000e+00  1.80000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  9.82200e+03]"
659,"[-3.78172e+05  1.31229e+05  1.60046e+05  3.00000e+00  0.00000e+00
  7.00000e+00 -1.00000e+00  1.10000e+01  9.00000e+00  3.20000e+01
 -3.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
660,"[ 2.40291e+05 -4.75011e+05  2.83078e+05 -6.00000e+00  1.00000e+00
  4.00000e+00 -1.40000e+01  1.10000e+01  9.00000e+00  5.30000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
661,"[ 2.40291e+05  1.31229e+05 -1.04069e+05  6.00000e+00  1.00000e+00
  5.00000e+00 -1.10000e+01  1.10000e+01 -1.20000e+01  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -7.00000e+00 -9.80600e+03]"
662,"[ 2.40291e+05  1.31229e+05  4.84460e+04  5.00000e+00  0.00000e+00
  7.00000e+00 -9.00000e+00  1.10000e+01  9.00000e+00  3.20000e+01
  1.00000e+00  0.00000e+00  1.90970e+04 -7.50000e+01 -9.80600e+03]"
663,"[-4.53603e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
664,"[ 3.01874e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00  0.00000e+00 -9.00000e+00  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  1.01890e+04]"
665,"[-1.91369e+05 -6.66960e+04 -2.12686e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00 -1.40000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.09000e+02 -9.80600e+03]"
666,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00  1.30000e+01 -1.00000e+00  9.00000e+00 -5.00000e+00
  6.00000e+00  0.00000e+00 -2.50120e+04 -1.08000e+02 -9.80600e+03]"
667,"[ 1.11654e+05 -1.44245e+05  5.85450e+04  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00 -1.00000e+01  9.00000e+00  5.80000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -5.59000e+03]"
668,"[ 3.21336e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -1.50000e+01  1.00000e+00  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -2.29070e+04 -1.08000e+02 -9.80600e+03]"
669,"[-3.01365e+05  1.07062e+05 -2.59610e+04  0.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00 -1.60000e+01  9.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -6.90000e+01 -1.52430e+04]"
670,"[ 2.40291e+05 -5.77430e+04  3.04966e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01 -1.60000e+01  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
671,"[-2.01071e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -1.60000e+01  1.10000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  4.50300e+03 -7.10000e+01 -1.59870e+04]"
672,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00  1.10000e+01  6.00000e+00  1.90000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.31000e+02 -9.80600e+03]"
673,"[ 1.39813e+05  1.31229e+05 -2.23661e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  9.00000e+00 -3.10000e+01
  6.00000e+00  0.00000e+00 -1.74820e+04  1.48000e+02 -9.80600e+03]"
674,"[ 3.10785e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  1.00000e+00  1.60000e+01  4.00000e+00  9.00000e+00 -1.90000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
675,"[ 1.03100e+04 -1.88143e+05 -9.62410e+04  5.00000e+00  1.00000e+00
  4.00000e+00 -1.60000e+01  1.10000e+01  1.50000e+01  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.99000e+02 -9.80600e+03]"
676,"[ 1.86195e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00  1.60000e+01  1.10000e+01  6.00000e+00  3.20000e+01
 -1.00000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -7.37700e+03]"
677,"[-6.82420e+04  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  1.00000e+00  6.00000e+00  5.00000e+00  1.30000e+01  3.20000e+01
  6.00000e+00  0.00000e+00  3.31120e+04 -1.08000e+02 -9.80600e+03]"
678,"[-4.46396e+05  1.31229e+05  1.60046e+05  8.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00 -8.00000e+00  9.00000e+00  1.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.04000e+02 -9.80600e+03]"
679,"[ 2.40291e+05  1.31229e+05  3.16841e+05  9.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00 -1.20000e+01  9.00000e+00  3.20000e+01
 -6.00000e+00  0.00000e+00  1.61700e+04 -1.08000e+02 -1.61780e+04]"
680,"[ 2.40291e+05  1.31229e+05  1.60046e+05  0.00000e+00 -1.00000e+00
  4.00000e+00 -5.00000e+00  1.10000e+01  1.50000e+01 -2.00000e+00
  6.00000e+00  0.00000e+00 -2.63700e+04 -1.08000e+02 -9.80600e+03]"
681,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.20000e+01  9.00000e+00  3.20000e+01
  2.00000e+00  0.00000e+00  1.60660e+04 -1.08000e+02  1.05210e+04]"
682,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00  1.50000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  2.90220e+04  2.08000e+02 -9.80600e+03]"
683,"[-1.77199e+05  1.31229e+05  2.61745e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  9.00000e+00  5.00000e+01
  6.00000e+00  0.00000e+00 -3.55710e+04 -1.41000e+02 -9.80600e+03]"
684,"[ 2.68349e+05  2.62380e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  3.00000e+00  9.00000e+00  7.30000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.74000e+02  4.16000e+02]"
685,"[ 2.40291e+05  2.55857e+05  2.06198e+05  5.00000e+00  1.00000e+00
 -5.00000e+00 -9.00000e+00 -1.50000e+01 -1.10000e+01 -2.40000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  1.40610e+04]"
686,"[-1.06354e+05  1.31229e+05  7.67560e+04  5.00000e+00  1.00000e+00
  4.00000e+00 -3.00000e+00  1.10000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.03230e+04  2.00000e+02 -9.80600e+03]"
687,"[ 2.40291e+05  1.31229e+05 -4.43260e+04  5.00000e+00 -1.00000e+00
  4.00000e+00  1.60000e+01  0.00000e+00  1.90000e+01  3.20000e+01
  1.00000e+00  0.00000e+00  1.90970e+04 -1.88000e+02  1.66500e+03]"
688,"[-3.23391e+05  1.85150e+05  1.60046e+05  1.00000e+00  1.00000e+00
  4.00000e+00 -1.00000e+01  0.00000e+00  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -1.27060e+04 -8.40000e+01 -9.80600e+03]"
689,"[-3.06405e+05  1.31229e+05  2.22237e+05 -7.00000e+00  1.00000e+00
  1.00000e+00  0.00000e+00  1.60000e+01  9.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -4.70000e+01  5.11500e+03]"
690,"[ 2.40291e+05  1.31229e+05 -5.05010e+04  2.00000e+00  1.00000e+00
  0.00000e+00 -1.50000e+01  1.10000e+01  9.00000e+00  3.20000e+01
  8.00000e+00  0.00000e+00  2.56580e+04  1.98000e+02  8.02200e+03]"
691,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00  0.00000e+00 -5.00000e+00  9.00000e+00 -6.00000e+01
  8.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
692,"[ 2.40291e+05  1.31229e+05  2.65840e+05  0.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  4.00000e+00  9.00000e+00  5.00000e+00
  1.10000e+01  0.00000e+00  1.90970e+04 -1.08000e+02  8.29200e+03]"
693,"[ 2.40291e+05  1.31229e+05  1.98891e+05  5.00000e+00  1.00000e+00
 -4.00000e+00 -4.00000e+00  1.10000e+01  1.50000e+01  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
694,"[ 2.40291e+05 -1.66670e+04  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00 -5.00000e+00  9.00000e+00  3.20000e+01
  1.10000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
695,"[ 6.49330e+04  1.31229e+05 -2.89185e+05 -3.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  7.00000e+00  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  3.29100e+04 -1.08000e+02 -9.80600e+03]"
696,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  8.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -3.32150e+04 -1.08000e+02 -9.80600e+03]"
697,"[ 3.29350e+04  8.87500e+03  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  9.00000e+00  8.00000e+00  3.80000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
698,"[ 2.40291e+05  1.31229e+05  1.60046e+05  3.00000e+00  1.00000e+00
  0.00000e+00 -1.70000e+01  1.10000e+01  8.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  5.00000e+00 -1.87600e+03]"
699,"[-4.61057e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -1.00000e+01  1.10000e+01  8.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  1.92000e+02  6.59400e+03]"
700,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00 -1.90000e+01  8.00000e+00  3.20000e+01
  2.00000e+00  0.00000e+00  7.38900e+03 -1.08000e+02 -9.80600e+03]"
701,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
 -1.00000e+00  0.00000e+00  9.00000e+00 -6.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
702,"[-4.76939e+05  1.31229e+05  1.11686e+05  2.00000e+00  1.00000e+00
  4.00000e+00 -1.10000e+01 -2.00000e+00  2.00000e+00  1.70000e+01
  6.00000e+00  0.00000e+00  2.90300e+03  9.00000e+00 -9.80600e+03]"
703,"[ 1.32303e+05 -1.34051e+05  1.60046e+05  5.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00  1.10000e+01  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
704,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.79260e+04]"
705,"[-3.10140e+04 -2.91370e+04  1.60046e+05  5.00000e+00  1.00000e+00
 -1.00000e+00 -9.00000e+00  1.10000e+01  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
706,"[ 2.40291e+05 -2.30457e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00  1.20000e+01  1.10000e+01 -7.00000e+00  3.20000e+01
 -1.00000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
707,"[ 2.40291e+05  1.31229e+05 -2.71340e+04  5.00000e+00  0.00000e+00
 -2.00000e+00 -6.00000e+00  1.10000e+01  7.00000e+00  3.20000e+01
  3.00000e+00  0.00000e+00  1.97730e+04 -1.08000e+02 -9.80600e+03]"
708,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01  7.00000e+00 -4.70000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
709,"[ 2.13100e+04  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -1.10000e+01  1.10000e+01  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  1.24240e+04]"
710,"[ 2.40291e+05  1.31229e+05 -1.50278e+05 -3.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  9.60500e+03  1.16000e+02 -1.16210e+04]"
711,"[-8.64430e+04  1.31229e+05  1.61624e+05 -4.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00 -5.00000e+00  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  3.23030e+04 -1.08000e+02 -9.80600e+03]"
712,"[-8.44420e+04  2.14254e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -8.00000e+00  4.00000e+00  7.00000e+00 -4.50000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
713,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00 -3.00000e+00  6.00000e+00  3.20000e+01
  9.00000e+00  0.00000e+00 -2.72880e+04 -1.08000e+02 -9.80600e+03]"
714,"[ 3.88838e+05 -1.39074e+05 -3.14296e+05  5.00000e+00 -1.00000e+00
  4.00000e+00 -9.00000e+00  2.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  2.79000e+02 -9.80600e+03]"
715,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -1.50000e+01 -1.60000e+01 -3.00000e+00  3.20000e+01
 -8.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.06800e+03]"
716,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.60000e+01  5.00000e+00  3.20000e+01
  5.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  5.71000e+03]"
717,"[ 2.40291e+05  2.43331e+05  1.60046e+05  5.00000e+00  1.00000e+00
 -2.00000e+00 -9.00000e+00 -1.40000e+01 -2.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  1.54000e+02 -1.57000e+02]"
718,"[-2.00153e+05  1.31229e+05 -1.42884e+05  7.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  7.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.58000e+02 -9.80600e+03]"
719,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  0.00000e+00  5.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -3.00000e+01  8.42400e+03]"
720,"[ 2.40291e+05  2.57395e+05  4.59030e+04  5.00000e+00  1.00000e+00
  4.00000e+00  4.00000e+00  1.10000e+01  5.00000e+00  2.00000e+00
 -2.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
